,Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
4280,4326,4602,amazon.com,1395.92933654785,288.665294647217,533.0,144.332647323608,6945.0,4887.0,681862.0,160.238.37.106,Seoul,South_Korea,279,2088,158204,E-commerce Platforms
4281,4327,4603,imdb.com,1390.91086387634,271.478176116943,1805.0,135.739088058472,9282.0,5633.0,715619.0,160.238.37.106,Seoul,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
4282,4328,4604,apple.com,558.499813079834,271.854400634766,292.0,135.927200317383,7579.0,3311.0,257278.0,160.238.37.106,Seoul,South_Korea,545,3505,143418,Other
4283,4329,4605,merriam-webster.com,554.664134979248,271.809101104736,379.0,135.904550552368,54093.0,3135.0,273688.0,160.238.37.106,Seoul,South_Korea,1083,279345,55449768,Educational Websites
4284,4330,4606,pinterest.com,552.16121673584,270.420074462891,700.0,135.210037231445,4289.0,4283.0,260639.0,160.238.37.106,Seoul,South_Korea,280,2233,72057,Social Media Sites
4285,4331,4607,yelp.com,630.724906921387,272.608280181885,857.0,136.304140090942,9569.0,4663.0,462904.0,160.238.37.106,Seoul,South_Korea,271,23732,10785028,Other
4286,4332,4608,tripadvisor.com,,,,,,,,160.238.37.106,Seoul,South_Korea,,,,Other
4287,4333,4609,wiktionary.org,742.505311965942,281.457901000977,623.0,140.728950500488,2473.0,2205.0,61262.0,160.238.37.106,Seoul,South_Korea,280,1639,49888,Other
4288,4334,4610,dictionary.com,830.200672149658,272.437334060669,274.0,136.218667030334,28935.0,3698.0,246458.0,160.238.37.106,Seoul,South_Korea,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
4289,4335,4611,yahoo.com,936.821222305298,284.687519073486,573.0,142.343759536743,12761.0,8400.0,1028399.0,160.238.37.106,Seoul,South_Korea,867,63399,17465210,Other
4290,4336,4612,cambridge.org,868.297338485718,270.362138748169,581.0,135.181069374084,7513.0,4154.0,285866.0,160.238.37.106,Seoul,South_Korea,271,4944,626155,Educational Websites
4291,4337,4613,britannica.com,1362.96510696411,270.798444747925,733.0,135.399222373962,54708.0,3918.0,164771.0,160.238.37.106,Seoul,South_Korea,2565,230035,50039645,Educational Websites
4292,4338,4614,weather.com,716.57133102417,395.496129989624,322.0,197.748064994812,37869.0,3635.0,1012166.0,160.238.37.106,Seoul,South_Korea,857,496793,37601011,Other
4294,4340,4616,walmart.com,573.925256729126,270.716667175293,609.0,135.358333587646,19587.0,803.0,183619.0,160.238.37.106,Seoul,South_Korea,1116,48596,12747750,E-commerce Platforms
4295,4341,4617,espn.com,591.070413589478,289.071798324585,978.0,144.535899162292,42107.0,7265.0,721005.0,160.238.37.106,Seoul,South_Korea,315,87415,45464689,Other
4296,4342,4618,linkedin.com,860.112190246582,296.499729156494,508.0,148.249864578247,4437.0,1766.0,120717.0,160.238.37.106,Seoul,South_Korea,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Social Media Sites
4297,4343,4619,homedepot.com,570.281982421875,269.877672195435,315.0,134.938836097717,2060.0,2059.0,227.0,160.238.37.106,Seoul,South_Korea,276,1976,74651,Other
4298,4344,4620,espncricinfo.com,1069.18692588806,286.516189575195,276.0,143.258094787598,33478.0,4955.0,574127.0,160.238.37.106,Seoul,South_Korea,1434,425798,48789065,Other
4299,4345,4621,craigslist.org,1381.85119628906,276.40962600708,419.0,138.20481300354,6109.0,3562.0,50948.0,160.238.37.106,Seoul,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4300,4346,4622,xnxx.com,1797.55282402039,289.787292480469,590.0,144.893646240234,8051.0,5624.0,197562.0,160.238.37.106,Seoul,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4301,4347,4623,gsmarena.com,1115.52929878235,273.671627044678,540.0,136.835813522339,9756.0,5396.0,64509.0,160.238.37.106,Seoul,South_Korea,0,4849,2566235,Other
4302,4348,4624,mayoclinic.org,1802.87313461304,290.866851806641,1000.0,145.43342590332,22952.0,4496.0,557858.0,160.238.37.106,Seoul,South_Korea,1050,44079,11659124,Health and Medical Websites
4303,4349,4625,cricbuzz.com,857.054710388184,282.423973083496,281.0,141.211986541748,19894.0,1576.0,142785.0,160.238.37.106,Seoul,South_Korea,827,146525,42064883,Other
4304,4350,4626,timeanddate.com,950.238943099976,281.077861785889,370.0,140.538930892944,27083.0,2598.0,68527.0,160.238.37.106,Seoul,South_Korea,277,143439,20652678,Other
4305,4351,4627,webmd.com,1393.0299282074,273.329734802246,485.0,136.664867401123,39236.0,4645.0,306952.0,160.238.37.106,Seoul,South_Korea,569,400603,43186542,Health and Medical Websites
4306,4352,4628,thesaurus.com,872.70188331604,335.942268371582,275.0,167.971134185791,24144.0,3761.0,243306.0,160.238.37.106,Seoul,South_Korea,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4307,4353,4629,whatsapp.com,642.555475234985,279.904127120972,966.0,139.952063560486,14646.0,5695.0,258870.0,160.238.37.106,Seoul,South_Korea,274,231684,42265430,Other
4308,4354,4630,rottentomatoes.com,1193.40920448303,276.340007781982,321.0,138.170003890991,14472.0,3261.0,533572.0,160.238.37.106,Seoul,South_Korea,554,14930,3187378,Entertainment Websites
4309,4355,4631,bbc.com,559.50665473938,275.095462799072,288.0,137.547731399536,9582.0,6544.0,221259.0,160.238.37.106,Seoul,South_Korea,934,7616,251029,News Websites
4310,4356,4632,bestbuy.com,1012.23850250244,273.608922958374,329.0,136.804461479187,3501.0,2928.0,6917.0,160.238.37.106,Seoul,South_Korea,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
4311,4357,4633,healthline.com,818.016767501831,1275.36058425903,843.0,637.680292129517,18784.0,3758.0,310620.0,160.238.37.106,Seoul,South_Korea,821,16847,2888210,Health and Medical Websites
4312,4358,4634,netflix.com,1577.00705528259,291.234254837036,919.0,145.617127418518,21352.0,9956.0,482971.0,160.238.37.106,Seoul,South_Korea,860,62210,53388728,Entertainment Websites
4313,4359,4635,indeed.com,614.289283752441,281.302452087402,477.0,140.651226043701,15083.0,7691.0,195740.0,160.238.37.106,Seoul,South_Korea,698,24528,8166837,Other
4314,4360,4636,thefreedictionary.com,1339.39409255981,292.499303817749,734.0,146.249651908875,36513.0,2721.0,191977.0,160.238.37.106,Seoul,South_Korea,290,225071,40909915,Educational Websites
4315,4361,4637,xvideos.com,1706.33769035339,366.20306968689,605.0,183.101534843445,10832.0,5444.0,1306911.0,160.238.37.106,Seoul,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4316,4362,4638,spotify.com,641.162633895874,282.869815826416,403.0,141.434907913208,8078.0,4590.0,70116.0,160.238.37.106,Seoul,South_Korea,886,5925,321734,Entertainment Websites
4317,4363,4639,livescore.com,568.413734436035,285.072803497314,290.0,142.536401748657,11741.0,3184.0,259962.0,160.238.37.106,Seoul,South_Korea,593,7328,2447060,Other
4318,4364,4640,ebay.com,943.81856918335,316.093444824219,631.0,158.046722412109,8999.0,5205.0,283769.0,160.238.37.106,Seoul,South_Korea,274,32117,4486415,E-commerce Platforms
4319,4365,4641,pornhub.com,619.459629058838,274.265050888062,664.0,137.132525444031,10431.0,5353.0,664947.0,160.238.37.106,Seoul,South_Korea,558,6446,2868424,Other
4320,4366,4642,ytmp3.cc,1100.14462471008,273.87809753418,415.0,136.93904876709,7973.0,4014.0,165059.0,160.238.37.106,Seoul,South_Korea,0,28551,15149020,Other
4321,4367,4644,nih.gov,1414.68787193298,275.795936584473,563.0,137.897968292236,8539.0,5080.0,80226.0,160.238.37.106,Seoul,South_Korea,619,31107,9668136,Health and Medical Websites
4322,4368,4645,tiktok.com,574.750185012817,284.96527671814,2672.0,142.48263835907,10951.0,7563.0,620050.0,160.238.37.106,Seoul,South_Korea,552,18306,1841556,Other
4323,4369,4646,steampowered.com,663.762092590332,286.032438278198,314.0,143.016219139099,11414.0,4542.0,516040.0,160.238.37.106,Seoul,South_Korea,282,6516,1536711,Other
4324,4370,4647,investopedia.com,615.429401397705,289.840936660767,7220.0,144.920468330383,7897.0,7889.0,147.0,160.238.37.106,Seoul,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
4325,4371,4648,cdc.gov,,,,,,,,160.238.37.106,Seoul,South_Korea,,,,Health and Medical Websites
4326,4372,4649,nordstrom.com,594.54083442688,274.460792541504,488.0,137.230396270752,3033.0,3033.0,209778.0,160.238.37.106,Seoul,South_Korea,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
4327,4373,4650,blog.google,667.253732681274,280.060768127441,576.0,140.030384063721,11080.0,4823.0,310950.0,160.238.37.106,Seoul,South_Korea,1624,68382,22562772,Other
4328,4374,4651,cnbc.com,1138.15498352051,273.693323135376,452.0,136.846661567688,5743.0,2330.0,2326483.0,160.238.37.106,Seoul,South_Korea,273,1333,16482,News Websites
4329,4375,4652,indiatimes.com,558.648109436035,280.862331390381,312.0,140.43116569519,37354.0,2535.0,1112644.0,160.238.37.106,Seoul,South_Korea,840,263754,57694329,Other
4330,4376,4653,roblox.com,618.821382522583,282.619953155518,947.0,141.309976577759,9211.0,6341.0,101830.0,160.238.37.106,Seoul,South_Korea,548,4594,480352,Gaming Websites
4331,4377,4654,flashscore.com,591.613531112671,274.080038070679,340.0,137.040019035339,5511.0,4163.0,298162.0,160.238.37.106,Seoul,South_Korea,0,2124,768113,Other
4332,4378,4655,thepiratebay.org,563.883781433106,277.02260017395,1017.0,138.511300086975,6455.0,4146.0,4967.0,160.238.37.106,Seoul,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4333,4379,4656,adobe.com,677.797555923462,277.345180511475,294.0,138.672590255737,7979.0,4821.0,318213.0,160.238.37.106,Seoul,South_Korea,800,4673,382408,Other
4334,4380,4657,speedtest.net,843.596935272217,274.07169342041,1407.0,137.035846710205,27572.0,3848.0,210198.0,160.238.37.106,Seoul,South_Korea,148,288256,38132453,Other
4335,4381,4658,ssyoutube.com,566.208124160767,279.335498809814,836.0,139.667749404907,7261.0,4444.0,30024.0,160.238.37.106,Seoul,South_Korea,308,10111,4641151,Other
4336,4382,4659,unsplash.com,880.75065612793,275.396108627319,280.0,137.69805431366,8286.0,3973.0,388440.0,160.238.37.106,Seoul,South_Korea,552,20103,7823400,Other
4337,4383,4660,lowes.com,,,,,,,,160.238.37.106,Seoul,South_Korea,,,,Other
4338,4384,4661,vocabulary.com,611.115694046021,285.39252281189,1201.0,142.696261405945,10840.0,6183.0,44883.0,160.238.37.106,Seoul,South_Korea,373,14139,6286823,Other
4339,4385,4662,mcdonalds.com,965.78049659729,286.946058273315,313.0,143.473029136658,8134.0,5191.0,265408.0,160.238.37.106,Seoul,South_Korea,2045,15489,3682972,Other
4340,4386,4663,deepl.com,1169.4757938385,273.878812789917,931.0,136.939406394959,8482.0,5905.0,226002.0,160.238.37.106,Seoul,South_Korea,0,5100,192832,Other
4341,4387,4665,bloomberg.com,798.771381378174,282.410144805908,292.0,141.205072402954,9120.0,3128.0,14807.0,160.238.37.106,Seoul,South_Korea,291,3005,963852,Financial Websites
4342,4388,4666,forbes.com,865.585565567017,282.428503036499,280.0,141.21425151825,33663.0,4415.0,923767.0,160.238.37.106,Seoul,South_Korea,1138,605199,49583308,Financial Websites
4343,4389,4667,booking.com,730.861186981201,283.589124679565,813.0,141.794562339783,12888.0,4340.0,691578.0,160.238.37.106,Seoul,South_Korea,850,18262,8864431,Other
4344,4390,4668,xhamster.com,588.028907775879,274.466037750244,1008.0,137.233018875122,15335.0,7386.0,332745.0,160.238.37.106,Seoul,South_Korea,0,19936,7176978,Other
4345,4391,4669,xe.com,809.285640716553,274.658679962158,493.0,137.329339981079,8514.0,5030.0,535691.0,160.238.37.106,Seoul,South_Korea,273,25434,9368964,Other
4346,4392,4671,coinmarketcap.com,563.25101852417,276.993036270142,381.0,138.496518135071,12904.0,4535.0,422710.0,160.238.37.106,Seoul,South_Korea,1662,27307,10800760,Financial Websites
4347,4393,4672,spanishdict.com,939.176559448242,301.893472671509,587.0,150.946736335754,11488.0,1511.0,249480.0,160.238.37.106,Seoul,South_Korea,558,21513,10635549,Other
4348,4394,4673,goodhousekeeping.com,568.20821762085,276.11517906189,287.0,138.057589530945,30097.0,2976.0,460207.0,160.238.37.106,Seoul,South_Korea,831,165211,42640559,Other
4349,4395,4674,dominos.com,570.189237594605,281.468152999878,587.0,140.734076499939,12290.0,2033.0,47710.0,160.238.37.106,Seoul,South_Korea,333,7498,4690354,Other
4350,4397,4676,pexels.com,637.176513671875,313.915967941284,297.0,156.957983970642,9524.0,3697.0,253599.0,160.238.37.106,Seoul,South_Korea,556,8585,943026,Other
4351,4398,4677,poki.com,561.023712158203,273.715972900391,517.0,136.857986450195,6273.0,1993.0,275864.0,160.238.37.106,Seoul,South_Korea,283,15668,802044,Gaming Websites
4352,4399,4678,caranddriver.com,569.849491119385,290.022850036621,283.0,145.011425018311,27746.0,3030.0,495700.0,160.238.37.106,Seoul,South_Korea,554,144304,31794565,Other
4353,4400,4679,github.com,1603.00397872925,299.612760543823,320.0,149.806380271912,6791.0,4800.0,230820.0,160.238.37.106,Seoul,South_Korea,293,1811,70279,Other
4354,4401,4680,hotels.com,752.629041671753,273.680210113525,855.0,136.840105056763,9863.0,7257.0,908250.0,160.238.37.106,Seoul,South_Korea,277,4247,85957,Other
4355,4402,4681,globo.com,1186.34033203125,296.308279037476,578.0,148.154139518738,43431.0,8492.0,1044693.0,160.238.37.106,Seoul,South_Korea,282,144775,41230408,Other
4356,4403,4682,theguardian.com,589.349985122681,343.172550201416,278.0,171.586275100708,8674.0,3616.0,1214994.0,160.238.37.106,Seoul,South_Korea,878,38330,1398514,News Websites
4357,4404,4684,wellsfargo.com,776.941776275635,276.840448379517,267.0,138.420224189758,6302.0,3650.0,131873.0,160.238.37.106,Seoul,South_Korea,272,1942,113119,Other
4358,4405,4685,expedia.com,731.222867965698,292.618751525879,865.0,146.309375762939,29373.0,6281.0,1399800.0,160.238.37.106,Seoul,South_Korea,633,62392,28437158,Other
4359,4406,4686,realtor.com,1243.34669113159,282.875299453735,875.0,141.437649726868,42697.0,3184.0,955373.0,160.238.37.106,Seoul,South_Korea,3519,1265913,79138602,Other
4360,4407,4687,crazygames.com,583.742380142212,334.84148979187,331.0,167.420744895935,11875.0,3454.0,595421.0,160.238.37.106,Seoul,South_Korea,2881,50020,25593851,Gaming Websites
4361,4408,4688,digitaltrends.com,645.574569702148,308.03656578064,374.0,154.01828289032,51093.0,4293.0,642360.0,160.238.37.106,Seoul,South_Korea,567,736636,48420866,Other
4362,4409,4689,nba.com,980.081081390381,281.306743621826,896.0,140.653371810913,13240.0,4207.0,734974.0,160.238.37.106,Seoul,South_Korea,862,43625,10680745,Other
4363,4410,4690,nintendo.com,1206.79998397827,273.552417755127,282.0,136.776208877563,13090.0,3044.0,873216.0,160.238.37.106,Seoul,South_Korea,888,10715,3666634,Gaming Websites
4364,4411,4691,akc.org,836.681127548218,278.92804145813,305.0,139.464020729065,20904.0,2770.0,600357.0,160.238.37.106,Seoul,South_Korea,317,127902,51142428,Other
4365,4412,4692,fast.com,1004.45032119751,286.980390548706,323.0,143.490195274353,12237.0,5986.0,25627.0,160.238.37.106,Seoul,South_Korea,657,17839,13767599,Other
4366,4413,4693,decathlon.com,564.210653305054,273.357391357422,285.0,136.678695678711,13322.0,6456.0,1196264.0,160.238.37.106,Seoul,South_Korea,282,36205,19092107,Other
4367,4414,4695,stackoverflow.com,852.461338043213,273.959159851074,479.0,136.979579925537,4604.0,4166.0,175990.0,160.238.37.106,Seoul,South_Korea,290,18421,794944,Other
4368,4415,4696,calculator.net,1381.94441795349,273.767232894897,466.0,136.883616447449,4116.0,2603.0,11466.0,160.238.37.106,Seoul,South_Korea,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4369,4416,4698,www2.hm.com,560.198068618774,273.201704025269,326.0,136.600852012634,9970.0,6124.0,702492.0,160.238.37.106,Seoul,South_Korea,568,5207,420567,Other
4370,4417,4699,grubhub.com,587.834358215332,275.363683700562,277.0,137.681841850281,3629.0,1891.0,2701.0,160.238.37.106,Seoul,South_Korea,272,1806,78105,Other
4371,4418,4700,google.com,112.468719482422,39.2229557037354,155.0,19.6114778518677,5701.0,1319.0,197429.0,155.133.14.108,Madrid,Spain,2167,10625,10744508,Other
4372,4419,4701,facebook.com,89.0274047851563,41.6712760925293,196.0,20.8356380462646,2145.0,1855.0,130010.0,155.133.14.108,Madrid,Spain,40,7278,30797740,Social Media Sites
4373,4420,4702,amazon.com,422.649621963501,39.130687713623,316.0,19.5653438568115,1353.0,1155.0,202375.0,155.133.14.108,Madrid,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
4374,4421,4703,imdb.com,440.667629241943,60.6818199157715,1971.0,30.3409099578857,7772.0,3369.0,761691.0,155.133.14.108,Madrid,Spain,50,2306,3938046,Entertainment Websites
4375,4422,4704,apple.com,158.268451690674,67.0158863067627,73.0,33.5079431533813,2747.0,809.0,257214.0,155.133.14.108,Madrid,Spain,55,360,86533,Other
4376,4423,4705,merriam-webster.com,92.5064086914063,47.9316711425781,100.0,23.9658355712891,3344.0,614.0,267967.0,155.133.14.108,Madrid,Spain,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
4377,4424,4706,pinterest.com,101.705312728882,52.046537399292,283.0,26.023268699646,1098.0,1092.0,259971.0,155.133.14.108,Madrid,Spain,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
4378,4425,4707,yelp.com,140.273571014404,39.9720668792725,598.0,19.9860334396362,2478.0,2472.0,138966.0,155.133.14.108,Madrid,Spain,0,234,305220,Other
4379,4426,4708,tripadvisor.com,,,,,,,,155.133.14.108,Madrid,Spain,,,,Other
4380,4427,4709,wiktionary.org,118.253707885742,53.8291931152344,71.0,26.9145965576172,495.0,489.0,61262.0,155.133.14.108,Madrid,Spain,46,240,49888,Other
4381,4428,4710,dictionary.com,140.291213989258,39.89577293396,41.0,19.94788646698,2042.0,832.0,206730.0,155.133.14.108,Madrid,Spain,123,2328,4445105,Educational Websites
4382,4429,4711,yahoo.com,343.331336975098,60.3837966918945,178.0,30.1918983459473,1852.0,1774.0,44815.0,155.133.14.108,Madrid,Spain,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
